# This file was produced by samtools stats (1.22.1+htslib-1.22.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats results/BAM/Sample_03_markdup.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	9a51038f	ad20a532	352d212b
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1953104	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1953104
SN	is sorted:	1	# sorted by coordinate
SN	1st fragments:	976882
SN	last fragments:	976222
SN	reads mapped:	1953104
SN	reads mapped and paired:	1952918	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	1943750	# proper-pair bit set
SN	reads paired:	1953104	# paired-end technology bit set
SN	reads duplicated:	20740	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	764
SN	total length:	286993173	# ignores clipping
SN	total first fragment length:	143545000	# ignores clipping
SN	total last fragment length:	143448173	# ignores clipping
SN	bases mapped:	286993173	# ignores clipping
SN	bases mapped (cigar):	286655413	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	3070234
SN	mismatches:	1099041	# from NM fields
SN	error rate:	3.834014e-03	# mismatches / bases mapped (cigar)
SN	average length:	147
SN	average first fragment length:	147
SN	average last fragment length:	147
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	150
SN	average quality:	39.3
SN	insert size average:	208.6
SN	insert size standard deviation:	61.1
SN	inward oriented pairs:	973519
SN	outward oriented pairs:	588
SN	pairs with other orientation:	67
SN	pairs on different chromosomes:	2203
SN	percentage of properly paired reads (%):	99.5
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	18710	0	0	0	0	0	0	0	0	0	0	0	51299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906873	0
FFQ	2	0	0	3333	0	0	0	0	0	0	0	0	0	12831	0	0	0	0	0	0	0	0	0	0	0	26241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934477	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	13777	0	0	0	0	0	0	0	0	0	0	0	29288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933817	0
FFQ	4	0	0	863	0	0	0	0	0	0	0	0	0	13736	0	0	0	0	0	0	0	0	0	0	0	28720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933563	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	12951	0	0	0	0	0	0	0	0	0	0	0	27657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936274	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	12539	0	0	0	0	0	0	0	0	0	0	0	27083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937260	0
FFQ	7	0	0	4	0	0	0	0	0	0	0	0	0	11841	0	0	0	0	0	0	0	0	0	0	0	26578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938459	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	11023	0	0	0	0	0	0	0	0	0	0	0	25547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940312	0
FFQ	9	0	0	923	0	0	0	0	0	0	0	0	0	10547	0	0	0	0	0	0	0	0	0	0	0	25485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939927	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	10287	0	0	0	0	0	0	0	0	0	0	0	24727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941868	0
