# This file was produced by samtools stats (1.22.1+htslib-1.22.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats results/BAM/Sample_01_markdup.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	38e03116	d5677c42	e38ae213
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1953846	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1953846
SN	is sorted:	1	# sorted by coordinate
SN	1st fragments:	977286
SN	last fragments:	976560
SN	reads mapped:	1953846
SN	reads mapped and paired:	1953628	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	1945139	# proper-pair bit set
SN	reads paired:	1953846	# paired-end technology bit set
SN	reads duplicated:	20964	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	872
SN	total length:	287242204	# ignores clipping
SN	total first fragment length:	143673911	# ignores clipping
SN	total last fragment length:	143568293	# ignores clipping
SN	bases mapped:	287242204	# ignores clipping
SN	bases mapped (cigar):	286895789	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	3100503
SN	mismatches:	1085701	# from NM fields
SN	error rate:	3.784304e-03	# mismatches / bases mapped (cigar)
SN	average length:	147
SN	average first fragment length:	147
SN	average last fragment length:	147
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	150
SN	average quality:	39.3
SN	insert size average:	210.8
SN	insert size standard deviation:	62.5
SN	inward oriented pairs:	973965
SN	outward oriented pairs:	539
SN	pairs with other orientation:	75
SN	pairs on different chromosomes:	2154
SN	percentage of properly paired reads (%):	99.6
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	19113	0	0	0	0	0	0	0	0	0	0	0	51350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906823	0
FFQ	2	0	0	3373	0	0	0	0	0	0	0	0	0	12537	0	0	0	0	0	0	0	0	0	0	0	26313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935063	0
FFQ	3	0	0	2	0	0	0	0	0	0	0	0	0	13649	0	0	0	0	0	0	0	0	0	0	0	29171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934464	0
FFQ	4	0	0	828	0	0	0	0	0	0	0	0	0	13403	0	0	0	0	0	0	0	0	0	0	0	29042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934013	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	12693	0	0	0	0	0	0	0	0	0	0	0	27896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936697	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	12370	0	0	0	0	0	0	0	0	0	0	0	26783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938133	0
FFQ	7	0	0	12	0	0	0	0	0	0	0	0	0	11351	0	0	0	0	0	0	0	0	0	0	0	26138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939785	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	10867	0	0	0	0	0	0	0	0	0	0	0	25354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941065	0
FFQ	9	0	0	933	0	0	0	0	0	0	0	0	0	10678	0	0	0	0	0	0	0	0	0	0	0	25038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940637	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	10060	0	0	0	0	0	0	0	0	0	0	0	24554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942672	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	9818	0	0	0	0	0	0	0	0	0	0	0	24158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943310	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	9555	0	0	0	0	0	0	0	0	0	0	0	23742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943989	0
FFQ	13	0	0	0	0	0	0	0	0	0	0	0	0	9261	0	0	0	0	0	0	0	0	0	0	0	23876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944149	0
